fdc_id,brand_owner,gtin_upc,ingredients,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,modified_date,available_date,market_country,discontinued_date
404302,Zatarain's Inc.,71429011816,"cooked long grain brown rice (brown rice, water), green and red bell peppers, carrots, corn, modified potato starch, salt, onions, soybean oil, yeast extract, garlic, sugar, tomatoes, spices (including turmeric [for color]).",140,g,1 cup,"Entrees, Sides & Small Meals",LI,Mon Dec 11 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
404309,Zatarain's Inc.,71429012431,"cooked enriched long grain rice (water, rice, iron, niacin, thiamine mononitrate, folic acid), black beans, green and red bell peppers, soybean oil, sea salt, modified potato starch, dried vinegar, soy sauce (hydrolyzed soy protein, corn syrup solids, salt), yeast extract, spices (including red pepper), garlic, natural flavor, torula yeast, salt, caramel color.",140,g,1 cup,"Entrees, Sides & Small Meals",LI,Mon Jul 09 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
406684,"World Variety Produce, Inc.",45255118476,"water, organic cornmeal, salt, yeast extract, organic granulated onion, organic granulated garlic, organic celery seed, tartaric acid, ascorbic acid, beta carotene",100,g,2 (approx. 0.50 inch) slices,"Entrees, Sides & Small Meals",LI,Sun Jun 25 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
406686,"World Variety Produce, Inc.",45255118483,"water, organic cornmeal, organic sun-dried tomatoes, organic tomato powder, salt, yeast extract, organic granulated onion, tartaric acid, ascorbic acid, beta carotene",100,g,2.5 inch slices,"Entrees, Sides & Small Meals",LI,Sun Jun 25 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
406849,"Idahoan Foods, LLC",29700021511,"idaho potatoes, vegetable oil (contains one or more of the following: coconut, palm, soybean, cottonseed, sunflower, canola), corn syrup solids, cheese blend (whey, maltodextrin, reduced lactose whey, canola oil, cheese [cheddar, blue, parmesan, romano (cultured milk, salt, enzymes)], salt, disodium phosphate, whey protein concentrate, citric acid, lactic acid, artificial color [yellow no. 6 and yellow no. 5]), salt, whey, imitation bacon flavored crumbles (textured vegetable protein [soy flour, caramel color, red no. 3], soybean oil, water, salt, natural flavorings, autolyzed yeast extract, dextrose), sugar, nonfat dry milk, spices, dehydrated onion, tapioca starch, mono and diglycerides, chipotle pepper extract, dehydrated red bell peppers, calcium stearoyl lactylate, natural smoke and grill flavors, maltodextrin, autolyzed yeast extract, natural and artificial flavors, hydrolyzed soy protein, sour cream (cultured cream and nonfat dry milk), citric acid (preserve freshness), sodium caseinate, dipotassium phosphate, sodium acid pyrophosphate (preserve freshness), artificial color (including yellow no. 5 and yellow no. 6), disodium inosinate, disodium guanylate, sodium bisulfite (preserve freshness), tricalcium phosphate, mixed tocopherols (preserve freshness) and less than 2% silicon dioxide added as an anti-caking agent.",28,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Wed Apr 25 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
406850,"Idahoan Foods, LLC",29700001353,"idaho potatoes (russet and gold varieties), vegetable oil (contains one or more of the following: coconut, palm, soybean, cottonseed, sunflower, canola), corn syrup solids, salt, maltodextrin, nonfat dry milk, sugar, sodium caseinate, butter powder [butter (sweet cream, salt, annatto color), nonfat milk solids, sodium caseinate and disodium phosphate], mono and diglycerides, calcium stearoyl lactylate, natural and artificial flavors (milk, soy), spice, sodium acid pyrophosphate (preserve freshness), sodium bisulfite (preserve freshness), dipotassium phosphate, artificial color, citric acid (preserve freshness), mixed tocopherols (preserve freshness) and less than 2% silicon dioxide added as an anti-caking agent.",29,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Wed Apr 25 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
407513,"Idahoan Foods, LLC",29700321413,"idaho potatoes, vegetable oil (contains one or more of the following: coconut, palm, soybean, cottonseed, sunflower, canola), corn syrup solids, salt, maltodextrin, nonfat dry milk, sugar, sodium caseinate, butter powder [butter (sweet cream, salt, annatto color), nonfat milk solids, sodium caseinate and disodium phosphate], mono and diglycerides, calcium stearoyl lactylate, natural and artificial flavors (milk, soy), spice, sodium acid pyrophosphate (preserve freshness), sodium bisulfite (preserve freshness), dipotassium phosphate, artificial color, citric acid (preserve freshness), mixed tocopherols (preserve freshness) and less than 2% silicon dioxide added as an anti-caking agent",28,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Wed Apr 25 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
407519,SPARTAN,11213013688,"idaho potatoes*, coconut oil, corn syrup solids, salt, canola oil, nonfat dry milk, sodium caseinate (from milk), butter* (cream and salt), mono- and diglycerides, spices, natural and artificial flavors, dipotassium phosphate, calcium stearoyl lactylate, disodium inosinate and disodium guanylate, titanium dioxide, annatto and turmeric (color), freshness preserved with sodium acid pyrophosphate, sodium bisulfite and citric acid.",28,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
407520,"Idahoan Foods, LLC",29700131470,"idaho potatoes ,vegetable oil (contains one or more of the following: coconut, palm, soybean, cottonseed, sunflower, canola), corn syrup solids, salt, whey powder, sugar, maltodextrin, nonfat dry milk, sodium caseinate, natural and artificial flavor, mono and diglycerides, dehydrated garlic, calcium stearoyl lactylate, hydrolyzed soy protein, parsley flakes, dipotassium phosphate, spice, sodium acid pyrophosphate (preserve freshness), artificial color, sodium bisulfite (preserve freshness), disodium inosinate, disodium guanylate, citric acid (preserve freshness), mixed tocopherols (preserve freshness) and less than 2.0% silicon dioxide added as an anti-caking agent.",28,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
407521,"Idahoan Foods, LLC",29700001414,"idaho potatoes, vegetable oil (contains one or more of the following: coconut, palm, soybean, cottonseed, sunflower, canola), corn syrup solids, salt, maltodextrin, nonfat dry milk, sugar, sodium caseinate, butter powder [butter (sweet cream, salt, annatto color), nonfat milk solids, sodium caseinate and disodium phosphate], mono and diglycerides, calcium stearoyl lactylate, natural and artificial flavors (milk, soy), spice, sodium acid pyrophosphate (preserve freshness), sodium bisulfite (preserve freshness), dipotassium phosphate, artificial color, citric acid (preserve freshness), mixed tocopherols (preserve freshness) and less than 2% silicon dioxide added as an anti-caking agent.",28,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
407523,"Idahoan Foods, LLC",29700021221,"idaho potatoes, salt, vegetable oil (contains one or more of the following: coconut, soybean, sunflower, cottonseed, canola), whey, corn syrup solids, cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes), sugar, tomato powder, nonfat dry milk, mono and diglycerides, calcium stearoyl lactylate, natural and artificial flavors (contains milk and soy), autolyzed yeast extract, spices, annatto extract, dehydrated garlic, artificial color, sodium acid pyrophosphate (preserve freshness), dehydrated onion, paprika extract, sodium bisulfite (preserve freshness), citric acid (preserve freshness), mixed tocopherols (preserve freshness), and less than 2% silicon dioxide added as an anticaking agent.",28,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
407524,"Idahoan Foods, LLC",29700021207,"idaho potatoes, salt, vegetable oil (contains one or more of the following: coconut, soybean, sunflower, cottonseed, canola), maltodextrin, corn syrup solids, whey, sugar, nonfat dry milk, natural and artificial flavors, disodium inosinate, disodium guanylate, mono and diglycerides, calcium stearoyl lactylate, annatto extract, artificial color, spice, sodium acid pyrophosphate (preserve freshness), soidum bisulfite (preserve freshness), citric acid (preserve freshness), mixed tocopherols (preserve freshness) and less than 2% silicon dioxide added as an anticaking agent.",28,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Wed Apr 25 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
407525,"Idahoan Foods, LLC",29700021214,"idaho potatoes, salt, maltodextrin, natural flavors (including smoke), vegetable oil (contains one or more of the following: coconut, soybean, sunflower, cottonseed, canola), cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes), sugar, soy flour, nonfat dry milk, black pepper and black pepper extract, mono and diglycerides, calcium stearoyl lactylate, buttermilk, annatto extract, artificial color, spice, artificial flavor, sodium acid pyrophosphate (preserve freshness), yeast extract, paprika extract, sodium bisulfite (preserve freshness), caramel color, citric acid (preserve freshness), mixed tocopherols (preserve freshness), and less than 2% silicon dioxide added as an anticaking agent.",28,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
407527,"Idahoan Foods, LLC",29700021313,"idaho potatoes, vegetable oil (contains one or more of the following: coconut, soybean, sunflower, cottonseed, canola), corn syrup solids, maltodextrin, salt, sugar, nonfat dry milk, butter (cream, salt), mono and diglycerides, natural and artificial flavor, calcium stearoyl lactylate, soy lecithin, artificial color, spice, sodium acid pyrophosphate (preserve freshness), sodium bisulfite (preserve freshness), sodium bisulfite (preserve freshness), citric acid (preserve freshness), mixed tocopherols (preserve freshness), and less than 2% silicon dioxide added as an anticaking agent.",28,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Wed Apr 25 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
407531,SPARTAN,11213013664,"idaho potatoes*, canola oil, salt, butter (cream, salt, buttermilk), corn syrup solids, natural cheddar cheese flavor (natural flavors [includes milk], maltodextrin, whey [from milk], dipotassium phosphate), parmesan, blue cheese, and romano cheeses (pasteurized milk, cultures, enzymes and salt), sodium caseinate (from milk), sugar, mono- and diglycerides, natural and artificial flavors, dipotassium phosphate, soy lecithin, disodium inosinate and disodium guanylate, yellow 5 and yellow 6, freshness preserved with sodium acid pyrophosphate, sodium bisulfite and citric acid.",28,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
407532,"Idahoan Foods, LLC",29700131418,"idaho potatoes, vegetable oil (contains one or more of the following: coconut, palm, soybean, cottonseed, sunflower, canola), corn syrup solids, salt, maltodextrin, nonfat dry milk, sugar, sodium caseinate, butter powder [butter (sweet cream, salt, annatto color), nonfat milk solids, sodium caseinate and disodium phosphate], mono and diglycerides, calcium stearoyl lactylate, natural and artificial flavors (milk, soy), spice, sodium acid pyrophosphate (preserve freshness), sodium bisulfite (preserve freshness). dipotassium phosphate, artificial color, citric acid (preserve freshness), mixed tocopherols (preserve freshness) and less than 2% silicon dioxide added as an anti-caking agent.",28,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Wed Apr 25 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
407533,"Idahoan Foods, LLC",29700131388,"idaho potatoes (russet and red varieties), vegetable oil (contains one or more of the following: coconut, palm, soybean, cottonseed, sunflower, canola), corn syrup solids, salt, maltodextrin, nonfat dry milk, sugar, sodium caseinate, butter powder [butter (sweet cream, salt, annatto color), nonfat milk solids, sodium caseinate and disodium, phosphate], mono and diglycerides, calcium stearoyl lactylate, natural and artificial flavors, spice, sodium acid pyrophosphate (preserve freshness), sodium bisulfite (preserve freshness), dipotassium phosphate, artificial color, citric acid (preserve freshness), mixed tocopherols (preserve freshness) and less than 2.0% silicon dioxide added as an anti-caking agent.",29,g,0.25 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
408178,Milton G. Waldbaum Company,20169221405,"potatoes, whole milk, water, cultured sour cream (skim milk, cream, whey, food starch modified, sodium phosphate, guar gum, carrageenan, sodium citrate, potassium sorbate (a preservative), and locust bean gum), butter (cream, salt), margarine (soybean oil, water, vegetable mono & diglycerides, salt, natural flavor (includes milk), vitamin a palmitate added, vitamin d3), natural flavors, salt, contains 1/2% or less of the following: chives, disodium pyrophosphate (added to maintain color), potassium sorbate and sodium bisulfite (added to maintain freshness)",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
408188,Milton G. Waldbaum Company,20169221702,"sweet potatoes, skim milk, brown sugar, butter (cream, salt), contains 1/2% or less of the following: salt, spice, xanthan gum, disodium pyrophosphate (to maintain color), potassium sorbate and sodium bisulfite (to maintain freshness).",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Sun Mar 11 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
408801,Riviana Foods Inc.,17400140021,"water, parboiled long grain rice, chicken seasoning (salt, chicken broth, yeast extract, sugar, maltodextrin, rice starch, onion and garlic powders, turmeric, chicken fat, chicken meat, natural flavors, oleoresin turmeric, spice), soybean oil, natural chicken flavor, gelatin, rapeseed lecithin, hydrolyzed corn protein.",125,g,1 cup,"Entrees, Sides & Small Meals",LI,Fri Jan 19 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
408994,"Idahoan Foods, LLC",29700001230,"idaho potatoes with emulsifier (mono and diglycerides) and preservative (sodium acid pyrophosphate, sodium bisulfite, citric acid, mixed tocopherols).",22,g,0.33 cup,"Entrees, Sides & Small Meals",LI,Mon Jan 08 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
410625,Bob Evans Farms Inc,75900006193,"enriched pasta (semolina [wheat], niacin, iron [ferrous sulfate], thiamin mononitrate, riboflavin, folic acid), water, cheese blend (cheese [pepper jack, cheddar, monterey jack, provolone, mozzarella, reduced fat pepper jack], cultured milk, water, cream, whey, sodium phosphates, skim milk, salt, green bell peppers, red and green jalapeno peppers, whey protein concentrate, rennet casein, enzymes), milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate [preservative], citric acid, artificial flavor, vitamin a palmitate added), diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate [anticaking agent]), romano cheese (pasteurized milk, cheese culture, salt, enzymes, powdered cellulose [to prevent caking]), seasoning (cream, whey protein concentrate, natural flavor [maltodextrin, whey protein concentrate, cheddar cheese (milk, cheese culture, salt, enzymes), whey, salt, natural flavor, nonfat dry milk, canola oil, yeast extract, modified food starch, butter flavor], nonfat dry milk, whey, salt, sodium hexametaphosphate, potato flour, yeast extract, cooked chicken [bha, propyl gallate, citric acid (to protect flavor)], chicken broth, onion powder, garlic powder, soybean oil, xanthan gum), modified food starch, potassium sorbate (to preserve freshness), annatto extract.",227,g,1 cup,"Entrees, Sides & Small Meals",LI,Fri Sep 29 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
410626,Bob Evans Farms Inc,75900003260,"potatoes, milk, butter (sweet cream, salt), sea salt, cultured dextrose.",140,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Sun Mar 11 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
410629,Bob Evans Farms Inc,75900005264,"potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate [preservative], citric acid, artificial flavor, vitamin a palmitate, diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate [anticaking agent]), preservative (artificial color, potassium sorbate, salt, and soybean oil), sodium acid pyrophosphate, spice.",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
410633,Bob Evans Farms Inc,75900005219,"white potatoes, butter margarine blend (milk, butter [cream, salt], margarine [soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono & diglycerides, soy lecithin, sodium benzoate (preservative), citric acid, artificial flavor, vitamin a palmitate added], diacetyl tartaric acid of ester of mono & diglycerides, calcium silicate [anticaking agent]). contains less than 2% of the following: cheddar seasoning (cheddar cheese [milk, cheese culture, salt, enzymes], maltodextrin, salt, buttermilk, soybean oil, whey, nonfat milk, cream, yeast extract, natural and artificial flavors, onion powder, dextrose, garlic powder, lactic acid, citric acid, dextrin, modified corn starch, spice, corn syrup solids, dairy cultures, silicon dioxide (to prevent caking]), cheese (cheddar cheese [pasteurized milk, cheese culture, salt, enzymes], water, salt], salt, sodium acid pyrophosphate, potassium sorbate (to preserve freshness).",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Fri Oct 05 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
410635,Bob Evans Farms Inc,75900006179,"potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate [preservative], citric acid, artificial flavor, vitamin a palmitate added), diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate [anticaking agent]), sour cream (cultured cream, skim milk, modified food corn starch, whey powder, guar gum, locust bean gum, sodium citrate, potassium sorbate [preservative], carrageenan), onion, water, contains less than 2% of the following: pepper jack cheese (pasteurized milk, jalapeno peppers, cheese culture, salt, enzymes), bacon bits (pork cured with water, salt, sugar, sodium ascorbate, sodium nitrite), sun dried tomatoes (tomatoes, salt), seasoning (spice, maltodextrin, palm oil, salt, beef stock powder, natural & artificial flavor, safflower oil, natural smoke flavor, polysorbate 80 [emulsifier]), salt, chives, sodium acid pyrophosphate, preservative blend (artificial color, potassium sorbate, salt, and soybean oil).",140,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
410637,Bob Evans Farms Inc,75900005257,"potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate [preservative], citric acid, artificial flavor, vitamin a palmitate, diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate [anticaking agent]), water, contains less than 2% of the following: salt, preservative (artificial color, potassium sorbate, salt, and soybean oil), garlic powder, sodium acid pyrophosphate natural flavor.",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
410638,Bob Evans Farms Inc,75900005875,"potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate [preservative], citric acid, artificial flavor, vitamin a palmitate, diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate [anticaking agent]), preservative (artificial color, potassium sorbate, salt, and soybean oil), sodium acid pyrophosphate, spice.",170,g,1 bowl,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
410639,Bob Evans Farms Inc,75900005240,"potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate [preservative], citric acid, artificial flavor, vitamin a palmitate, diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate [anticaking agent]), sour cream (cultured cream, skim milk, modified food corn starch, whey powder, guar gum, locust bean gum, sodium citrate, potassium sorbate [preservative], carrageenan), water, contains less than 2% of the following: salt, preservative (artificial color, potassium sorbate, and soybean oil), natural flavor, chives, sodium acid pyrophosphate.",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
410647,Bob Evans Farms Inc,75900003253,"potatoes, milk, butter (sweet cream, salt), water, sea salt, cultured dextrose, roasted garlic (garlic, citric acid).",140,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Sun Mar 11 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
410652,Bob Evans Farms Inc,75900005349,"potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate [preservative], citric acid, artificial flavor, vitamin a palmitate, diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate [anticaking agent]), preservative (artificial color, potassium sorbate, salt, and soybean oil), sodium acid pyrophosphate, spice.",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Sat Mar 31 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
410655,Bob Evans Farms Inc,75900003239,"potatoes, milk, butter (sweet cream, salt), romano cheese (pasteurized milk, cheese culture, salt, enzymes), cultured dextrose, sea salt, roasted garlic (garlic, citric acid), oregano.",140,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Sun Sep 23 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
410660,Bob Evans Farms Inc,75900006186,"potatoes, buttermilk (cultured reduced fat milk, modified food starch, salt, mono and diglycerides, carrageenan, carob bean gum, vitamin a palmitate), milk, butter (cream), margarine (soybean oil, water, salt, hydrogenated cottonseed oil, mono and diglycerides, soy lecithin, potassium sorbate [preservative], natural and artificial flavor, lactic acid, beta carotene [color], vitamin a palmitate), salt, caramel, mono and diglycerides, titanium dioxide (color), potassium sorbate, sodium acid pyrophosphate, citric acid.",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
410990,FRESH & EASY,20001551,"water, organic yellow corn meal, salt, tartaric acid (to maintain freshness), ascorbic acid, beta-carotene.",100,g,2 slices,"Entrees, Sides & Small Meals",LI,Thu Apr 26 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
411020,FRESH & EASY,5.05138E+12,"water, parboiled brown rice, barley, rye, bulgar wheat, wheat, quinoa, wild rice, canola and/or sunflower oil, soy sauce*(water, soybeans, wheat, salt and maltodextrin), evaporated cane sugar, onion*, garlic powder, red bell pepper*, salt, rice starch, spices, cumin.",152,g,1 cup,"Entrees, Sides & Small Meals",LI,Tue Sep 19 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
413653,"Basic American Foods, Inc.",11140107474,"idaho potatoes, salt, sugar, coconut oil, whey, maltodextrin, contains 2% or less of: cheddar cheese (milk, cheese cultures, salt, enzymes), natural flavors, yeast extract, mono and diglycerides, canola oil, blue cheese (milk, salt, cultures, enzymes), annatto and turmeric extract, lactic acid, parmesan cheese (milk, salt, cultures, enzymes), romano cheese (pasteurized milk, cheese cultures, salt, enzymes), sodium caseinate, artificial color, freshness preserved with: sodium bisulfite, sodium acid pyrophosphate, citric acid, bha, bht.",27,g,"0.333 cup dry, about 1/2 cup prepared | about","Entrees, Sides & Small Meals",LI,Sat Aug 11 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
435998,Wehah Farm Inc,73416533103,"water, organic brown jasmine rice*.",114,g,0.5 package,"Entrees, Sides & Small Meals",LI,Thu Apr 05 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
447551,DINER'S CHOICE,20169222181,"potatoes, skim milk, butter (cream, salt), contains less than 0.5% of salt, spice, disodium pyrophosphate (to maintain color), potassium sorbate, and sodium bisulfite (to maintain freshness).",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
447552,DINER'S CHOICE,20169222198,"potatoes, half and half, whole milk, butter (cream, salt), salt, less than 0.5% of disodium pyrophosphate (added to maintain color), granular garlic, potassium sorbate and sodium bisulfite (added to maintain freshness).",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
447553,DINER'S CHOICE,20169222174,"potatoes, half and half, whole milk, butter (cream, salt), salt, contains less than 0.5% of disodium pyrophosphate (added to maintain color), potassium sorbate and sodium bisulfite (added to maintain freshness).",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
447554,DINER'S CHOICE,20169222204,"sweet potatoes, skim milk, brown sugar, butter (cream, salt). contains less than â½% of salt, spice, xanthan gum, disodium pyrophosphate (to maintain color), potassium sorbate and sodium bisulfite (to maintain freshness).",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Sat Mar 03 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
447932,"Giant Eagle, Inc.",30034081812,100% corn flour.,56,g,2 onz,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
447934,"Giant Eagle, Inc.",30034085094,"white potatoes, butter margarine blend (milk, butter [cream, salt], margarine [soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono & diglycerides, soy lecithin, sodium benzoate (preservative), citric acid, artificial flavor, vitamin a palmitate added], diacetyl tartaric acid of ester of mono & diglycerides, calcium silicate [anticaking agent]), butter (cream, salt), yellow spanish sweet onion, preservative (artificial color, potassium sorbate, salt, and soybean oil), salt, sodium acid pyrophosphate, white pepper.",124,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Sat Mar 03 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
447949,"Giant Eagle, Inc.",30034086473,"redskin mashed potatoes (potatoes, skim milk, butter, natural sour cream flavor, salt, disodium pyrophosphate [to maintain color], potassium sorbate [preservative], spice), sharp cheddar cheese (cultured pasteurized milk, salt, enzymes, annatto color, potato starch and powdered cellulose [anticaking], natamycin [mold inhibitor]), sour cream (cultured pasteurized milk, cream and nonfat milk, modified food starch, disodium phosphate, guar gum, sodium citrate, carrageenan, locust bean gum, potassium sorbate [preservative], enzyme), green onions, bacon (cured with water, salt, sugar, sodium erythorbate, sodium nitrite, may also contain potassium chloride, dextrose, smoke flavoring, sodium phosphates, honey, potassium lactate, sodium diacetate, flavoring), salt, black pepper.",140,g,0.5 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
448008,"Taylor Fresh Foods, Inc.",30223010487,"loaded mashed potatoes (mashed potatoes [potatoes, skim milk, butter, whole milk, natural flavor, salt, disodium dihydrogen pyrophosphate {added to maintain color}, potassium sorbate {added to maintain freshness}, spice], mild cheddar cheese [cheddar cheese {pasteurized milk, cheese culture, salt, enzymes, annatto (vegetable color)}, potato starch and powdered cellulose {to prevent caking}, natamycin {a natural mold inhibitor}], bacon bits [bacon cured with: water, salt, sugar, sodium erythorbate and/or sodium ascorbate {preservative}, sodium nitrite {preservative}, may contain natural smoke flavoring, sodium phosphate {preservative}], sour cream [grade a cultured cream]), mild cheddar cheese (cheddar cheese [pasteurized milk, cheese culture, salt, enzymes, annatto {vegetable color}], potato starch and powdered cellulose [to prevent caking], natamycin [a natural mold inhibitor]).",140,g,1 cup,"Entrees, Sides & Small Meals",LI,Fri Nov 02 00:00:00 EDT 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
448019,"Taylor Fresh Foods, Inc.",30223102786,"mashed potatoes (potatoes, skim milk, butter, whole milk, natural flavor, salt, disodium dihydrogen pyrophosphate [added to maintain color], potassium sorbate [added to maintain freshness], spice), garlic, chive & garlic butter (butter [cream and salt], chives, canola & olive oil blend [75% canola oil, 25% extra virgin olive oil], garlic, sea salt, pepper), chives.",140,g,1 cup,"Entrees, Sides & Small Meals",LI,Fri Jul 14 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
